#chromosme	start	end	score	id	strand	anno_id	anno_source	distance
chrX	7351923	7351924	2.1060439348220825	chrX:+:42	+	chrX:7352297:+:STS	3'UTR(M)	-373
chrX	9463457	9463458	8.109626114368439	chrX:+:43	+	chrX:9463452:+:TBL1X	5UTR	6
chrX	9677733	9677734	3.257114589214325	chrX:+:44	+	chrX:9684042:+:TBL1X	Intron	-6308
chrX	9678120	9678121	0.5229588747024536	chrX:+:45	+	chrX:9684042:+:TBL1X	Intron	-5921
chrX	9678592	9678593	3.8998894095420837	chrX:+:46	+	chrX:9684042:+:TBL1X	Intron	-5449
chrX	9717311	9717312	15.25328278541565	chrX:+:47	+	chrX:9717314:+:TBL1X	3'UTR(M)	-2
chrX	9717951	9717952	2.6061896085739136	chrX:+:48	+	chrX:9717314:+:TBL1X	3'UTR(M)	638
chrX	9717967	9717968	3.1318950057029724	chrX:+:49	+	chrX:9717314:+:TBL1X	3'UTR(M)	654
chrX	9718614	9718615	0.5048266649246216	chrX:+:50	+	chrX:9718862:+:TBL1X	Gencode	-247
chrX	9718617	9718618	0.5099613666534424	chrX:+:51	+	chrX:9718862:+:TBL1X	Gencode	-244
chrX	9719432	9719433	7.914185166358948	chrX:+:52	+	chrX:9719397:+:TBL1X	Gencode	36
chrX	9719649	9719650	16.97154474258423	chrX:+:53	+	chrX:9719652:+:TBL1X	3'UTR(M)	-2
chrX	9719739	9719740	35.48719763755798	chrX:+:54	+	chrX:9719740:+:TBL1X	Gencode	0
chrX	9948362	9948363	16.15381270647049	chrX:+:55	+	chrX:9948359:+:SHROOM2	3'UTR(M)	4
chrX	10016765	10016766	7.63947194814682	chrX:+:56	+	chrX:10016758:+:WWC3	Intron	8
chrX	10016850	10016851	2.186292290687561	chrX:+:57	+	chrX:10016862:+:WWC3	Intron	-11
chrX	10142739	10142740	3.7467355132102966	chrX:+:58	+	chrX:10142690:+:WWC3	3'UTR(M)	50
chrX	11121877	11121878	11.377385795116425	chrX:+:59	+	chrX:11121879:+:HCCS	3'UTR(M)	-1
chrX	11122117	11122118	0.5078656673431396	chrX:+:60	+	chrX:11122134:+:HCCS	3'UTR(M)	-16
chrX	11122924	11122925	2.665626645088196	chrX:+:61	+	chrX:11122918:+:HCCS	3'UTR(M)	7
chrX	11123063	11123064	1.1007410287857056	chrX:+:62	+	chrX:11123078:+:HCCS	Gencode	-14
chrX	11764429	11764430	0.5168428421020508	chrX:+:63	+	chrX:11764251:+:MSL3	Gencode	179
chrX	11764443	11764444	1.565782368183136	chrX:+:64	+	chrX:11764251:+:MSL3	Gencode	193
chrX	11767977	11767978	8.30788779258728	chrX:+:65	+	chrX:11767979:+:MSL3	Gencode	-1
chrX	11767977	11767978	8.30788779258728	chrX:+:65	+	chrX:11767977:+:MSL3	Intron	1
chrX	11768678	11768679	1.621602714061737	chrX:+:66	+	chrX:11768692:+:MSL3	Intron	-13
chrX	11772259	11772260	0.5021713376045227	chrX:+:67	+	chrX:11772168:+:MSL3	Gencode	92
chrX	11775101	11775102	8.20422089099884	chrX:+:68	+	chrX:11775231:+:MSL3	Gencode	-129
chrX	11775751	11775752	32.12551215291023	chrX:+:69	+	chrX:11775753:+:MSL3	3'UTR(S)	-1
chrX	12823188	12823189	0.5185161232948303	chrX:+:70	+	chrX:12823200:+:PRPS2	3'UTR(M)	-11
chrX	12824221	12824222	33.3629065155983	chrX:+:71	+	chrX:12824222:+:PRPS2	Gencode	0
chrX	12977217	12977218	41.767432153224945	chrX:+:72	+	chrX:12977223:+:TMSB4X	Gencode	-5
chrX	13709653	13709654	36.55528497695923	chrX:+:73	+	chrX:13709663:+:RAB9A	3'UTR(M)	-9
chrX	13709804	13709805	5.150113046169281	chrX:+:74	+	chrX:13709825:+:RAB9A	3'UTR(M)	-20
chrX	13742507	13742508	2.5998652577400208	chrX:+:75	+	chrX:13739314:+:OFD1	Gencode	3194
chrX	13742522	13742523	4.823834955692291	chrX:+:76	+	chrX:13739314:+:OFD1	Gencode	3209
chrX	13760222	13760223	0.5193129777908325	chrX:+:77	+	chrX:13760211:+:OFD1	CDS	12
chrX	13768104	13768105	5.9751750230789185	chrX:+:78	+	chrX:13768785:+:OFD1	Gencode	-680
chrX	13769223	13769224	23.49124640226364	chrX:+:79	+	chrX:13769224:+:OFD1	3'UTR(F)	0
chrX	13769355	13769356	3.8725053668022156	chrX:+:80	+	chrX:13769357:+:OFD1	Gencode	-1
chrX	13777957	13777958	2.6544447541236877	chrX:+:81	+	chrX:13777955:+:OFD1	Gencode	3
chrX	14897231	14897232	3.215767025947571	chrX:+:82	+	chrX:14897264:+:MOSPD2	Intron	-32
chrX	14897247	14897248	2.7242844104766846	chrX:+:83	+	chrX:14897264:+:MOSPD2	Intron	-16
chrX	14897258	14897259	0.5053243637084961	chrX:+:84	+	chrX:14897264:+:MOSPD2	Intron	-5
chrX	14897268	14897269	2.3223013281822205	chrX:+:85	+	chrX:14897264:+:MOSPD2	Intron	5
chrX	14921182	14921183	0.523324191570282	chrX:+:86	+	chrX:14921335:+:MOSPD2	Intron	-152
chrX	14921334	14921335	16.33806347846985	chrX:+:87	+	chrX:14921335:+:MOSPD2	Intron	0
chrX	14921550	14921551	0.5083158016204834	chrX:+:88	+	chrX:14921573:+:MOSPD2	3'UTR(F)	-22
chrX	14921581	14921582	3.3154996037483215	chrX:+:89	+	chrX:14921573:+:MOSPD2	3'UTR(F)	9
chrX	14921744	14921745	1.597079575061798	chrX:+:90	+	chrX:14921756:+:MOSPD2	3'UTR(M)	-11
chrX	14921751	14921752	0.5157020092010498	chrX:+:91	+	chrX:14921756:+:MOSPD2	3'UTR(M)	-4
chrX	14921763	14921764	0.5237306356430054	chrX:+:92	+	chrX:14921756:+:MOSPD2	3'UTR(M)	8
chrX	14922141	14922142	1.0970152020454407	chrX:+:93	+	chrX:14922166:+:MOSPD2	3'UTR(M)	-24
chrX	14922146	14922147	1.7025872468948364	chrX:+:94	+	chrX:14922166:+:MOSPD2	3'UTR(M)	-19
chrX	15702351	15702352	1.019713282585144	chrX:+:95	+	chrX:15701586:+:CA5BP1	Pseudogene	766
chrX	15702363	15702364	0.5068535804748535	chrX:+:96	+	chrX:15701586:+:CA5BP1	Pseudogene	778
chrX	15702366	15702367	0.5139672160148621	chrX:+:97	+	chrX:15701586:+:CA5BP1	Pseudogene	781
chrX	15820319	15820320	3.8557244539260864	chrX:+:98	+	chrX:15823221:+:ZRSR2	CDS	-2901
chrX	16757316	16757317	3.7685574889183044	chrX:+:99	+	chrX:16757277:+:SYAP1	CDS	40
chrX	16760438	16760439	7.676742792129517	chrX:+:100	+	chrX:16760435:+:SYAP1	3'UTR(M)	4
chrX	16760459	16760460	0.5142606496810913	chrX:+:101	+	chrX:16760468:+:SYAP1	3'UTR(M)	-8
chrX	16760484	16760485	0.5001372694969177	chrX:+:102	+	chrX:16760497:+:SYAP1	3'UTR(M)	-12
chrX	16761431	16761432	6.03275066614151	chrX:+:103	+	chrX:16761437:+:SYAP1	3'UTR(M)	-5
chrX	16761473	16761474	8.264252364635468	chrX:+:104	+	chrX:16761469:+:SYAP1	3'UTR(M)	5
chrX	16762439	16762440	14.257991909980774	chrX:+:105	+	chrX:16762436:+:SYAP1	3'UTR(M)	4
chrX	16762521	16762522	5.944798946380615	chrX:+:106	+	chrX:16762520:+:SYAP1	3'UTR(M)	2
chrX	16762677	16762678	7.640913307666779	chrX:+:107	+	chrX:16762682:+:SYAP1	3'UTR(M)	-4
chrX	16763812	16763813	0.5129610896110535	chrX:+:108	+	chrX:16763821:+:SYAP1	3'UTR(M)	-8
chrX	16765325	16765326	12.327028840780258	chrX:+:109	+	chrX:16765340:+:SYAP1	3'UTR(M)	-14
chrX	16818871	16818872	1.0691547393798828	chrX:+:110	+	chrX:16818878:+:TXLNG	Intron	-6
chrX	16830620	16830621	18.413349270820618	chrX:+:111	+	chrX:16825516:+:TXLNG	Intron	5105
chrX	16839909	16839910	7.8309006690979	chrX:+:112	+	chrX:16841851:+:TXLNG	3'UTR(F)	-1941
chrX	16843127	16843128	0.5854815542697906	chrX:+:113	+	chrX:16843131:+:TXLNG	3'UTR(M)	-3
chrX	16843751	16843752	1.0369797348976135	chrX:+:114	+	chrX:16843827:+:TXLNG	3'UTR(M)	-75
chrX	16843821	16843822	1.0188241600990295	chrX:+:115	+	chrX:16843827:+:TXLNG	3'UTR(M)	-5
chrX	16844070	16844071	0.5198565721511841	chrX:+:116	+	chrX:16844073:+:TXLNG	3'UTR(M)	-2
chrX	16844511	16844512	19.518537789583206	chrX:+:117	+	chrX:16844517:+:TXLNG	Gencode	-5
chrX	17737683	17737684	0.5014941096305847	chrX:+:118	+	chrX:17735994:+:NHS	3'UTR(L)	1690
chrX	17738598	17738599	0.5132164359092712	chrX:+:119	+	chrX:17735994:+:NHS	3'UTR(L)	2605
chrX	17739535	17739536	2.665119469165802	chrX:+:120	+	chrX:17735994:+:NHS	3'UTR(L)	3542
chrX	17739545	17739546	0.5993689000606537	chrX:+:121	+	chrX:17735994:+:NHS	3'UTR(L)	3552
chrX	17740086	17740087	0.5015964508056641	chrX:+:122	+	chrX:17735994:+:NHS	3'UTR(L)	4093
chrX	17740506	17740507	1.5869482159614563	chrX:+:123	+	chrX:17735994:+:NHS	3'UTR(L)	4513
chrX	17740524	17740525	4.938742756843567	chrX:+:124	+	chrX:17735994:+:NHS	3'UTR(L)	4531
chrX	17740678	17740679	0.5083810687065125	chrX:+:125	+	chrX:17735994:+:NHS	3'UTR(L)	4685
chrX	17740680	17740681	0.5219472646713257	chrX:+:126	+	chrX:17735994:+:NHS	3'UTR(L)	4687
chrX	17741078	17741079	5.047825455665588	chrX:+:127	+	chrX:17745819:+:SCML1	Intron	-4740
chrX	17742358	17742359	0.5034739971160889	chrX:+:128	+	chrX:17745819:+:SCML1	Intron	-3460
chrX	17742375	17742376	2.621870458126068	chrX:+:129	+	chrX:17745819:+:SCML1	Intron	-3443
chrX	17742793	17742794	2.597818076610565	chrX:+:130	+	chrX:17745819:+:SCML1	Intron	-3025
chrX	17744369	17744370	12.481094717979431	chrX:+:131	+	chrX:17745819:+:SCML1	Intron	-1449
chrX	17744598	17744599	1.5838938355445862	chrX:+:132	+	chrX:17745819:+:SCML1	Intron	-1220
chrX	17744604	17744605	0.5175973176956177	chrX:+:133	+	chrX:17745819:+:SCML1	Intron	-1214
chrX	17745559	17745560	9.074937999248505	chrX:+:134	+	chrX:17745819:+:SCML1	Intron	-259
chrX	17745597	17745598	1.612999141216278	chrX:+:135	+	chrX:17745819:+:SCML1	Intron	-221
chrX	17745817	17745818	23.748333275318146	chrX:+:136	+	chrX:17745819:+:SCML1	Intron	-1
chrX	17745945	17745946	2.6310206055641174	chrX:+:137	+	chrX:17745819:+:SCML1	Intron	127
chrX	17751339	17751340	0.5084686875343323	chrX:+:138	+	chrX:17750114:+:SCML1	Gencode	1226
chrX	17751347	17751348	0.5096254348754883	chrX:+:139	+	chrX:17750114:+:SCML1	Gencode	1234
chrX	17751357	17751358	2.0942330360412598	chrX:+:140	+	chrX:17750114:+:SCML1	Gencode	1244
chrX	17753388	17753389	1.5194638967514038	chrX:+:141	+	chrX:17754985:+:SCML1	3'UTR(S)	-1596
chrX	17753399	17753400	2.1281111240386963	chrX:+:142	+	chrX:17754985:+:SCML1	3'UTR(S)	-1585
chrX	17753406	17753407	0.5353459715843201	chrX:+:143	+	chrX:17754985:+:SCML1	3'UTR(S)	-1578
chrX	17753699	17753700	5.945157945156097	chrX:+:144	+	chrX:17754985:+:SCML1	3'UTR(S)	-1285
chrX	17754133	17754134	8.670221388339996	chrX:+:145	+	chrX:17754985:+:SCML1	3'UTR(S)	-851
chrX	17754381	17754382	0.5351977348327637	chrX:+:146	+	chrX:17754985:+:SCML1	3'UTR(S)	-603
chrX	17754383	17754384	0.5086779594421387	chrX:+:147	+	chrX:17754985:+:SCML1	3'UTR(S)	-601
chrX	17754843	17754844	1.0472513437271118	chrX:+:148	+	chrX:17754985:+:SCML1	3'UTR(S)	-141
chrX	17754986	17754987	39.08460295200348	chrX:+:149	+	chrX:17754988:+:SCML1	Gencode	-1
chrX	18507166	18507167	0.5077077150344849	chrX:+:150	+	chrX:18507149:+:CDKL5	Gencode	18
chrX	18628742	18628743	12.663710236549377	chrX:+:151	+	chrX:18629422:+:CDKL5	Intron	-679
chrX	18631699	18631700	1.5103057622909546	chrX:+:152	+	chrX:18629422:+:CDKL5	Intron	2278
chrX	18633885	18633886	1.0126872658729553	chrX:+:153	+	chrX:18635393:+:CDKL5	Intron	-1507
chrX	18633889	18633890	0.5033237934112549	chrX:+:154	+	chrX:18635393:+:CDKL5	Intron	-1503
chrX	18634774	18634775	0.5010930299758911	chrX:+:155	+	chrX:18635393:+:CDKL5	Intron	-618
chrX	18634786	18634787	0.5013954043388367	chrX:+:156	+	chrX:18635393:+:CDKL5	Intron	-606
chrX	18634791	18634792	0.5003690719604492	chrX:+:157	+	chrX:18635393:+:CDKL5	Intron	-601
chrX	18635374	18635375	0.5287243723869324	chrX:+:158	+	chrX:18635393:+:CDKL5	Intron	-18
chrX	18635380	18635381	0.5330028533935547	chrX:+:159	+	chrX:18635393:+:CDKL5	Intron	-12
chrX	19359867	19359868	37.168913424015045	chrX:+:160	+	chrX:19359850:+:PDHA1	3'UTR(M)	18
chrX	19361639	19361640	2.1087088584899902	chrX:+:161	+	chrX:19361651:+:PDHA1	3'UTR(M)	-11
chrX	19361681	19361682	12.867529451847076	chrX:+:162	+	chrX:19361685:+:PDHA1	3'UTR(M)	-3
chrX	21878056	21878057	0.5148360133171082	chrX:+:163	+	chrX:21882745:+:MBTPS2	3'UTR(F)	-4688
chrX	21882753	21882754	1.0771661400794983	chrX:+:164	+	chrX:21882745:+:MBTPS2	3'UTR(F)	9
chrX	21884771	21884772	14.709697961807251	chrX:+:165	+	chrX:21884772:+:MBTPS2	3'UTR(M)	0
chrX	21884883	21884884	5.435898721218109	chrX:+:166	+	chrX:21884892:+:MBTPS2	3'UTR(M)	-8
chrX	21885035	21885036	3.758906126022339	chrX:+:167	+	chrX:21885046:+:MBTPS2	3'UTR(M)	-10
chrX	21885317	21885318	4.651258111000061	chrX:+:168	+	chrX:21885330:+:MBTPS2	3'UTR(M)	-12
chrX	21885415	21885416	42.773860931396484	chrX:+:169	+	chrX:21885412:+:MBTPS2	3'UTR(M)	4
chrX	21994500	21994501	0.5092756152153015	chrX:+:170	+	chrX:21994473:+:SMS	Gencode	28
chrX	21994813	21994814	57.87723833322525	chrX:+:171	+	chrX:21994803:+:SMS	3'UTR(M)	11
chrX	23686397	23686398	35.800095200538635	chrX:+:172	+	chrX:23686397:+:PRDX4	Gencode	1
chrX	23784045	23784046	0.5059424042701721	chrX:+:173	+	chrX:23784029:+:SAT1	Gencode	17
chrX	23784227	23784228	9.539451956748962	chrX:+:174	+	chrX:23784231:+:SAT1	Intron	-3
chrX	23784401	23784402	5.612230479717255	chrX:+:175	+	chrX:23784411:+:SAT1	Gencode	-9
chrX	23784973	23784974	0.5044440031051636	chrX:+:176	+	chrX:23784411:+:SAT1	Gencode	563
chrX	23784979	23784980	1.5918533205986023	chrX:+:177	+	chrX:23784411:+:SAT1	Gencode	569
chrX	23785659	23785660	0.5373302102088928	chrX:+:178	+	chrX:23785650:+:SAT1	Intron	10
chrX	23785913	23785914	1.0297659039497375	chrX:+:179	+	chrX:23785918:+:SAT1	3'UTR(F)	-4
chrX	23785920	23785921	2.611644208431244	chrX:+:180	+	chrX:23785918:+:SAT1	3'UTR(F)	3
chrX	23785926	23785927	0.5152482390403748	chrX:+:181	+	chrX:23785918:+:SAT1	3'UTR(F)	9
chrX	23786101	23786102	11.998760163784027	chrX:+:182	+	chrX:23786113:+:SAT1	Gencode	-11
chrX	23786215	23786216	44.22493106126785	chrX:+:183	+	chrX:23786210:+:SAT1	3'UTR(L)	6
chrX	24062524	24062525	0.52071812748909	chrX:+:184	+	chrX:24062626:+:EIF2S3	Gencode	-101
chrX	24064286	24064287	2.634564697742462	chrX:+:185	+	chrX:24063446:+:EIF2S3	Intron	841
chrX	24066095	24066096	8.652977705001831	chrX:+:186	+	chrX:24066103:+:EIF2S3	Intron	-7
chrX	24073261	24073262	1.0111933946609497	chrX:+:187	+	chrX:24073327:+:EIF2S3	Intron	-65
chrX	24073363	24073364	3.81792414188385	chrX:+:188	+	chrX:24073327:+:EIF2S3	Intron	37
chrX	24073425	24073426	4.6298134326934814	chrX:+:189	+	chrX:24073327:+:EIF2S3	Intron	99
chrX	24076132	24076133	0.5116380453109741	chrX:+:190	+	chrX:24076144:+:EIF2S3	Intron	-11
chrX	24076139	24076140	1.027162790298462	chrX:+:191	+	chrX:24076144:+:EIF2S3	Intron	-4
chrX	24076151	24076152	2.732379734516144	chrX:+:192	+	chrX:24076144:+:EIF2S3	Intron	8
chrX	24076207	24076208	0.5038996338844299	chrX:+:193	+	chrX:24076256:+:EIF2S3	Intron	-48
chrX	24076259	24076260	19.55259370803833	chrX:+:194	+	chrX:24076256:+:EIF2S3	Intron	4
chrX	24076825	24076826	3.194583237171173	chrX:+:195	+	chrX:24076824:+:EIF2S3	3'UTR(F)	2
chrX	24077469	24077470	12.877468764781952	chrX:+:196	+	chrX:24077468:+:EIF2S3	3'UTR(M)	2
chrX	24077621	24077622	1.5864554643630981	chrX:+:197	+	chrX:24077633:+:EIF2S3	3'UTR(M)	-11
chrX	24077640	24077641	0.5126029849052429	chrX:+:198	+	chrX:24077633:+:EIF2S3	3'UTR(M)	8
chrX	24077967	24077968	19.802777588367462	chrX:+:199	+	chrX:24077971:+:EIF2S3	3'UTR(M)	-3
chrX	24078411	24078412	1.0250269174575806	chrX:+:200	+	chrX:24078758:+:EIF2S3	3'UTR(M)	-346
chrX	24078429	24078430	1.5338872075080872	chrX:+:201	+	chrX:24078758:+:EIF2S3	3'UTR(M)	-328
chrX	24078810	24078811	39.03857493400574	chrX:+:202	+	chrX:24078810:+:EIF2S3	3'UTR(M)	1
chrX	24079078	24079079	0.590109795331955	chrX:+:203	+	chrX:24079037:+:EIF2S3	3'UTR(M)	42
chrX	24208751	24208752	2.340228259563446	chrX:+:204	+	chrX:24208766:+:ZFX	Intron	-14
chrX	24210765	24210766	1.056646466255188	chrX:+:205	+	chrX:24211543:+:ZFX	3'UTR(F)	-777
chrX	24210771	24210772	2.0996660590171814	chrX:+:206	+	chrX:24211543:+:ZFX	3'UTR(F)	-771
chrX	24210777	24210778	1.6525291204452515	chrX:+:207	+	chrX:24211543:+:ZFX	3'UTR(F)	-765
chrX	24211635	24211636	8.566879212856293	chrX:+:208	+	chrX:24211639:+:ZFX	3'UTR(M)	-3
chrX	24211828	24211829	1.713623195886612	chrX:+:209	+	chrX:24211867:+:ZFX	3'UTR(M)	-38
chrX	24213517	24213518	1.0416066646575928	chrX:+:210	+	chrX:24214410:+:ZFX	3'UTR(M)	-892
chrX	24213531	24213532	5.092576324939728	chrX:+:211	+	chrX:24214410:+:ZFX	3'UTR(M)	-878
chrX	24213938	24213939	13.9008070230484	chrX:+:212	+	chrX:24214410:+:ZFX	3'UTR(M)	-471
chrX	24214321	24214322	8.633554875850677	chrX:+:213	+	chrX:24214410:+:ZFX	3'UTR(M)	-88
chrX	24214399	24214400	22.442616999149323	chrX:+:214	+	chrX:24214410:+:ZFX	3'UTR(M)	-10
chrX	24214511	24214512	14.026688814163208	chrX:+:215	+	chrX:24214508:+:ZFX	3'UTR(M)	4
chrX	24214798	24214799	2.6339253187179565	chrX:+:216	+	chrX:24214508:+:ZFX	3'UTR(M)	291
chrX	24215909	24215910	9.659274756908417	chrX:+:217	+	chrX:24216023:+:ZFX	3'UTR(M)	-113
chrX	24216015	24216016	5.6339831948280334	chrX:+:218	+	chrX:24216023:+:ZFX	3'UTR(M)	-7
chrX	24534066	24534067	0.5208759903907776	chrX:+:219	+	chrX:24534098:+:PDK3	Intron	-31
chrX	24539829	24539830	12.434404194355011	chrX:+:220	+	chrX:24539829:+:PDK3	3'UTR(M)	1
chrX	24540838	24540839	0.5160940885543823	chrX:+:221	+	chrX:24540393:+:PDK3	3'UTR(M)	446
chrX	24540885	24540886	4.0283812284469604	chrX:+:222	+	chrX:24540393:+:PDK3	3'UTR(M)	493
chrX	24541506	24541507	0.5307550430297852	chrX:+:223	+	chrX:24541862:+:PDK3	Gencode	-355
chrX	24546518	24546519	3.9042773842811584	chrX:+:224	+	chrX:24544823:+:PDK3	3'UTR(M)	1696
chrX	24546551	24546552	3.8618780970573425	chrX:+:225	+	chrX:24544823:+:PDK3	3'UTR(M)	1729
chrX	24549911	24549912	0.5164999961853027	chrX:+:226	+	chrX:24550079:+:na	LncRNA(FANTOM5)	-167
chrX	24549947	24549948	1.6405683159828186	chrX:+:227	+	chrX:24550079:+:na	LncRNA(FANTOM5)	-131
chrX	24550053	24550054	1.540652871131897	chrX:+:228	+	chrX:24550079:+:na	LncRNA(FANTOM5)	-25
chrX	24550073	24550074	1.5308327674865723	chrX:+:229	+	chrX:24550079:+:na	LncRNA(FANTOM5)	-5
chrX	24550089	24550090	4.066217362880707	chrX:+:230	+	chrX:24550079:+:na	LncRNA(FANTOM5)	11
chrX	24550459	24550460	39.34609234333038	chrX:+:231	+	chrX:24550466:+:na	LncRNA(FANTOM5)	-6
chrX	24739553	24739554	2.680180072784424	chrX:+:232	+	chrX:24736215:+:POLA1	Intron	3339
chrX	24996983	24996984	24.55237901210785	chrX:+:233	+	chrX:24996986:+:POLA1	3'UTR(L)	-2
chrX	30654093	30654094	14.073380887508392	chrX:+:234	+	chrX:30665577:+:GK	CDS	-11483
chrX	30664981	30664982	2.0909734964370728	chrX:+:235	+	chrX:30665577:+:GK	CDS	-595
chrX	30665583	30665584	12.7826007604599	chrX:+:236	+	chrX:30665577:+:GK	CDS	7
chrX	30665835	30665836	1.0546650290489197	chrX:+:237	+	chrX:30665693:+:GK	Intron	143
chrX	30665846	30665847	1.5495739579200745	chrX:+:238	+	chrX:30665693:+:GK	Intron	154
chrX	30665938	30665939	5.412281543016434	chrX:+:239	+	chrX:30665693:+:GK	Intron	246
chrX	30666867	30666868	3.196116328239441	chrX:+:240	+	chrX:30666744:+:GK	Intron	124
chrX	30667831	30667832	1.5808199048042297	chrX:+:241	+	chrX:30666744:+:GK	Intron	1088
chrX	30668124	30668125	2.20100200176239	chrX:+:242	+	chrX:30666744:+:GK	Intron	1381
chrX	30691193	30691194	1.1212801933288574	chrX:+:243	+	chrX:30696062:+:GK	Gencode	-4868
chrX	30696681	30696682	15.84007441997528	chrX:+:244	+	chrX:30696662:+:GK	Gencode	20
chrX	30696785	30696786	6.006402373313904	chrX:+:245	+	chrX:30696662:+:GK	Gencode	124
chrX	30697175	30697176	9.584510028362274	chrX:+:246	+	chrX:30697176:+:GK	Intron	0
chrX	30697228	30697229	9.07951408624649	chrX:+:247	+	chrX:30697176:+:GK	Intron	53
chrX	30697514	30697515	1.5429099202156067	chrX:+:248	+	chrX:30697176:+:GK	Intron	339
chrX	30697518	30697519	0.5054031610488892	chrX:+:249	+	chrX:30697176:+:GK	Intron	343
chrX	30697572	30697573	0.5302112698554993	chrX:+:250	+	chrX:30697176:+:GK	Intron	397
chrX	30697577	30697578	0.5167719721794128	chrX:+:251	+	chrX:30697176:+:GK	Intron	402
